ID,FoodGroup,ShortDescrip,Descrip,CommonName,MfgName,ScientificName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA,diabetes_nutrient_density
14121,Beverages,"CARBONATED BEV,CLUB SODA","Carbonated beverage, club soda",soft drink,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.006,0.01,1.0,0.001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041666666666666,6.666666666666667e-06,0.0023809523809523,0.0,0.0,0.009090909090909,inf
14201,Beverages,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED","Coffee, brewed from grounds, prepared with tap water, decaffeinated",0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,2.0,0.007,0.05,5.0,0.027,1.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.013875,0.0,0.0,0.0016666666666666,7.777777777777777e-06,0.0119047619047619,0.0014285714285714,0.0018181818181818,0.0018181818181818,inf
14432,Beverages,"WATER,BTLD,NON-CARBONATED,DANNON","Water, bottled, non-carbonated, DANNON",0,"The Dannon Company, Inc.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0023809523809523,0.0,0.0,0.0,inf
14440,Beverages,"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO","Water, bottled, non-carbonated, DANNON Fluoride To Go",0,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0023809523809523,0.0,0.0,0.0,inf
14429,Beverages,"WATER,TAP,MUNICIPAL","Water, tap, municipal",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1e-05,0.0023809523809523,0.0,0.0,0.0,inf
14075,Beverages,"BEVERAGES,H2O,BTLD,NATURALLY SPARKLING (CARBONATED),MINERAL","Beverages, water, bottled, naturally sparkling (carbonated), mineral",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0261904761904761,0.0,0.0,0.0,inf
14537,Beverages,"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF","Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine","soft drink, pop, soda",0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.025,0.04,1.0,0.017,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333,2.777777777777778e-05,0.0023809523809523,0.0,0.0,0.0045454545454545,inf
14412,Beverages,"WATER,TAP,WELL","Water, tap, well",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.016,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1.7777777777777777e-05,0.0023809523809523,0.0,0.0,0.0009090909090909,inf
14411,Beverages,"WATER,TAP,DRINKING","Water, tap, drinking",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,1.1111111111111112e-05,0.0023809523809523,0.0,0.0,0.0009090909090909,inf
14599,Beverages,"BEVERAGES,POWERADE ZERO ION4,CALORIE-FREE,ASSORTED FLAVORS","Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.17,2.5,0.57,0.0,0.845,0.0,0.011,2.0,0.006,0.05,1.0,0.0,0.0,0.0,0.01,0.0,0.0329411764705882,0.0708333333333333,0.0277777777777777,0.038,0.0,0.0528125,0.0,0.0091666666666666,0.0016666666666666,6.666666666666667e-06,0.0023809523809523,0.0,0.0,0.0009090909090909,inf
14166,Beverages,"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN","Carbonated beverage, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine","soft drink, pop, soda",0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.013,0.02,1.0,0.009,11.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333,1.4444444444444444e-05,0.0023809523809523,0.0157142857142857,0.0018181818181818,0.0027272727272727,inf
14082,Beverages,"BEVERAGES,GEROLSTEINER BRUNNEN GMBH H2O,BTLD,NAT SPARK,MIN","Beverages, GEROLSTEINER BRUNNEN GmbH & Co.KG,Gerolsteiner, water, bottled, naturally sparkling, mineral",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0261904761904761,0.0,0.0,0.0,inf
14439,Beverages,"WATER,BTLD,NON-CARBONATED,NAYA","Water, bottled, non-carbonated, NAYA",0,NAYA Inc.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333,0.0,0.0047619047619047,0.0,0.0,0.0,inf
14559,Beverages,"WATER,BTLD,NON-CARBONATED,EVIAN","Water, bottled, non-carbonated, EVIAN",0,S.A. Evian Co.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066666666666666,0.0,0.0047619047619047,0.0,0.0,0.0,inf
14385,Beverages,"WATER,BTLD,POLAND SPRING","Water, bottled, POLAND SPRING",0,Nestle Waters North America Inc.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333,0.0,0.0023809523809523,0.0,0.0,0.0,inf
14151,Beverages,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF","Carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine","soft drink, pop, soda",0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.025,0.04,1.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333,2.777777777777778e-05,0.0023809523809523,0.0,0.0,0.0,inf
14555,Beverages,"WATER,BTLD,GENERIC","Water, bottled, generic",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.007,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083333333333333,7.777777777777777e-06,0.0047619047619047,0.0,0.0,0.0,inf
14143,Beverages,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE","Carbonated beverage, low calorie, other than cola or pepper,  without caffeine","soft drink, pop, soda",0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.025,0.04,1.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333,2.777777777777778e-05,0.0023809523809523,0.0,0.0,0.0,inf
2047,Spices and Herbs,"SALT,TABLE","Salt, table",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.03,0.33,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.3333333333333335e-05,0.0023809523809523,0.0,0.0018181818181818,0.009090909090909,inf
14210,Beverages,"COFFEE,BREWED,ESPRESSO,REST-PREP","Coffee, brewed, espresso, restaurant-prepared",0,0,0,9.0,0.12,0.18,1.67,0.0,0.0,0.0,0.002,0.0,0.2,0.01,1.0,5.207,0.177,0.001,2.0,0.05,0.13,80.0,0.05,7.0,0.0,0.05,0.0,0.0011764705882352,0.0,0.0022222222222222,0.0006666666666666,0.0025,0.3254375,0.1361538461538461,0.0008333333333333,0.0016666666666666,5.555555555555556e-05,0.1904761904761904,0.01,0.0,0.0045454545454545,1784.2222222222222
14202,Beverages,"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED","Coffee, brewed, espresso, restaurant-prepared, decaffeinated",0,0,0,9.0,0.1,0.18,1.69,0.0,0.0,0.0,0.002,0.0,0.2,0.0,1.0,5.207,0.177,0.001,2.0,0.05,0.13,80.0,0.05,7.0,0.0,0.05,0.0,0.0011764705882352,0.0,0.0022222222222222,0.0,0.0025,0.3254375,0.1361538461538461,0.0008333333333333,0.0016666666666666,5.555555555555556e-05,0.1904761904761904,0.01,0.0,0.0045454545454545,1783.3333333333333
15162,Finfish and Shellfish Products,"CLAM,MXD SP,CND,LIQ","Mollusks, clam, mixed species, canned, liquid",0,0,0,2.0,0.4,0.02,0.1,0.0,0.0,9.0,0.01,5.0,1.0,0.31,2.0,0.18,0.02,0.01,13.0,0.389,0.3,11.0,0.074,114.0,4.1,0.1,0.01,0.0058823529411764,2.083333333333333,0.0111111111111111,0.0206666666666666,0.005,0.01125,0.0153846153846153,0.0083333333333333,0.0108333333333333,0.0004322222222222,0.0261904761904761,0.1628571428571428,0.0745454545454545,0.009090909090909,1190.0
6179,"Soups, Sauces, and Gravies","SAUCE,FISH,READY-TO-SERVE","Sauce, fish, ready-to-serve",0,0,0,35.0,5.06,0.01,3.64,3.64,0.0,4.0,0.396,0.48,0.5,0.0,51.0,2.313,0.057,0.012,43.0,0.05,0.78,175.0,0.233,7.0,9.1,0.2,0.0044444444444444,0.2329411764705882,0.2,0.0055555555555555,0.0,0.1275,0.1445625,0.0438461538461538,0.01,0.0358333333333333,5.555555555555556e-05,0.4166666666666667,0.01,0.1654545454545454,0.0181818181818181,1058.9714285714285
11616,Vegetables and Vegetable Products,"DOCK,RAW","Dock, raw",0,0,Rumex spp.,22.0,2.0,0.7,3.2,0.0,2.9,200.0,0.122,0.0,48.0,0.0,13.0,0.5,0.1,0.04,44.0,0.131,2.4,103.0,0.349,63.0,0.9,0.2,0.2222222222222222,0.0717647058823529,0.0,0.5333333333333333,0.0,0.0325,0.03125,0.0769230769230769,0.0333333333333333,0.0366666666666666,0.0001455555555555,0.2452380952380952,0.09,0.0163636363636363,0.0181818181818181,1000.9090909090908
11617,Vegetables and Vegetable Products,"DOCK,CKD,BLD,DRND,WO/SALT","Dock, cooked, boiled, drained, without salt",0,0,0,20.0,1.83,0.64,2.93,0.0,2.6,174.0,0.1,0.0,26.3,0.0,8.0,0.411,0.086,0.034,38.0,0.114,2.08,89.0,0.303,52.0,0.9,0.17,0.1933333333333333,0.0588235294117647,0.0,0.2922222222222222,0.0,0.02,0.0256875,0.0661538461538461,0.0283333333333333,0.0316666666666666,0.0001266666666666,0.2119047619047619,0.0742857142857142,0.0163636363636363,0.0154545454545454,954.3
11925,Vegetables and Vegetable Products,"DOCK,CKD,BLD,DRND,W/SALT","Dock, cooked, boiled, drained, with salt",0,0,0,20.0,1.83,0.64,2.93,0.0,0.0,174.0,0.1,0.0,26.3,0.0,8.0,0.411,0.086,0.034,38.0,0.114,2.08,89.0,0.303,52.0,0.9,0.17,0.1933333333333333,0.0588235294117647,0.0,0.2922222222222222,0.0,0.02,0.0256875,0.0661538461538461,0.0283333333333333,0.0316666666666666,0.0001266666666666,0.2119047619047619,0.0742857142857142,0.0163636363636363,0.0154545454545454,928.3
11765,Vegetables and Vegetable Products,"CHARD,SWISS,CKD,BLD,DRND,W/SALT","Chard, swiss, cooked, boiled, drained, with salt",0,0,0,20.0,1.88,0.08,4.13,1.1,2.1,306.0,0.085,0.0,18.0,1.89,9.0,0.36,0.086,0.034,58.0,0.163,2.26,86.0,0.334,33.0,0.9,0.33,0.34,0.05,0.0,0.2,0.126,0.0225,0.0225,0.0661538461538461,0.0283333333333333,0.0483333333333333,0.0001811111111111,0.2047619047619047,0.0471428571428571,0.0163636363636363,0.03,921.9000000000001
11148,Vegetables and Vegetable Products,"CHARD,SWISS,CKD,BLD,DRND,WO/SALT","Chard, swiss, cooked, boiled, drained, without salt",0,0,0,20.0,1.88,0.08,4.13,1.1,2.1,306.0,0.085,0.0,18.0,1.89,9.0,0.36,0.086,0.034,58.0,0.163,2.26,86.0,0.334,33.0,0.9,0.33,0.34,0.05,0.0,0.2,0.126,0.0225,0.0225,0.0661538461538461,0.0283333333333333,0.0483333333333333,0.0001811111111111,0.2047619047619047,0.0471428571428571,0.0163636363636363,0.03,921.9000000000001
11147,Vegetables and Vegetable Products,"CHARD,SWISS,RAW","Chard, swiss, raw",0,0,Beta vulgaris subsp. vulagaris,19.0,1.8,0.2,3.74,1.1,1.6,306.0,0.099,0.0,30.0,1.89,14.0,0.4,0.09,0.04,51.0,0.179,1.8,81.0,0.366,46.0,0.9,0.36,0.34,0.058235294117647,0.0,0.3333333333333333,0.126,0.035,0.025,0.0692307692307692,0.0333333333333333,0.0425,0.0001988888888888,0.1928571428571428,0.0657142857142857,0.0163636363636363,0.0327272727272727,911.1578947368422
11458,Vegetables and Vegetable Products,"SPINACH,CKD,BLD,DRND,WO/ SALT","Spinach, cooked, boiled, drained, without salt",0,0,0,23.0,2.97,0.26,3.75,0.43,2.4,524.0,0.242,0.0,9.8,2.08,146.0,0.49,0.236,0.095,136.0,0.174,3.57,87.0,0.935,56.0,1.5,0.76,0.5822222222222222,0.1423529411764706,0.0,0.1088888888888889,0.1386666666666666,0.365,0.030625,0.1815384615384615,0.0791666666666666,0.1133333333333333,0.0001933333333333,0.2071428571428571,0.08,0.0272727272727272,0.069090909090909,835.6521739130434
11854,Vegetables and Vegetable Products,"SPINACH,CKD,BLD,DRND,W/SALT","Spinach, cooked, boiled, drained, with salt",0,0,0,23.0,2.97,0.26,3.75,0.43,2.4,524.0,0.242,0.0,9.8,2.08,146.0,0.49,0.236,0.095,136.0,0.174,3.57,87.0,0.935,56.0,1.5,0.76,0.5822222222222222,0.1423529411764706,0.0,0.1088888888888889,0.1386666666666666,0.365,0.030625,0.1815384615384615,0.0791666666666666,0.1133333333333333,0.0001933333333333,0.2071428571428571,0.08,0.0272727272727272,0.069090909090909,835.6521739130434
11503,Vegetables and Vegetable Products,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW","Swamp cabbage, (skunk cabbage), raw",0,0,Ipomoea aquatica,19.0,2.6,0.2,3.14,0.0,2.1,315.0,0.096,0.0,55.0,0.0,57.0,0.9,0.1,0.03,77.0,0.023,1.67,71.0,0.16,39.0,0.9,0.18,0.35,0.0564705882352941,0.0,0.6111111111111112,0.0,0.1425,0.05625,0.0769230769230769,0.025,0.0641666666666666,2.5555555555555557e-05,0.169047619047619,0.0557142857142857,0.0163636363636363,0.0163636363636363,826.1052631578948
11984,Vegetables and Vegetable Products,"EPAZOTE,RAW","Epazote, raw",0,0,Chenopodium ambrosiodes,32.0,0.33,0.52,7.44,0.0,3.8,3.0,0.152,0.0,3.6,0.0,215.0,0.639,0.348,0.028,275.0,0.19,1.88,121.0,3.098,86.0,0.9,1.1,0.0033333333333333,0.0894117647058823,0.0,0.04,0.0,0.5375,0.0399375,0.2676923076923077,0.0233333333333333,0.2291666666666666,0.0002111111111111,0.288095238095238,0.1228571428571428,0.0163636363636363,0.1,790.9999999999999
11849,Vegetables and Vegetable Products,"PURSLANE,CKD,BLD,DRND,W/SALT","Purslane, cooked, boiled, drained, with salt",0,0,0,18.0,1.49,0.19,3.55,0.0,0.0,93.0,0.07,0.0,10.5,0.0,9.0,0.46,0.09,0.031,78.0,0.114,0.77,67.0,0.307,37.0,0.9,0.17,0.1033333333333333,0.0411764705882353,0.0,0.1166666666666666,0.0,0.0225,0.02875,0.0692307692307692,0.0258333333333333,0.065,0.0001266666666666,0.1595238095238095,0.0528571428571428,0.0163636363636363,0.0154545454545454,779.4444444444443
11428,Vegetables and Vegetable Products,"PURSLANE,CKD,BLD,DRND,WO/SALT","Purslane, cooked, boiled, drained, without salt",0,0,0,18.0,1.49,0.19,3.55,0.0,0.0,93.0,0.07,0.0,10.5,0.0,9.0,0.46,0.09,0.031,78.0,0.114,0.77,67.0,0.307,37.0,0.9,0.17,0.1033333333333333,0.0411764705882353,0.0,0.1166666666666666,0.0,0.0225,0.02875,0.0692307692307692,0.0258333333333333,0.065,0.0001266666666666,0.1595238095238095,0.0528571428571428,0.0163636363636363,0.0154545454545454,779.4444444444443
11457,Vegetables and Vegetable Products,"SPINACH,RAW","Spinach, raw",0,0,Spinacia oleracea,23.0,2.86,0.39,3.63,0.42,2.2,469.0,0.195,0.0,28.1,2.03,194.0,0.724,0.189,0.078,99.0,0.13,2.71,79.0,0.897,49.0,1.0,0.53,0.5211111111111111,0.1147058823529411,0.0,0.3122222222222222,0.1353333333333333,0.485,0.04525,0.1453846153846154,0.065,0.0825,0.0001444444444444,0.1880952380952381,0.07,0.0181818181818181,0.0481818181818181,760.4347826086956
35196,American Indian/Alaska Native Foods,"LAMBSQUARTERS,RAW (NORTHERN PLAINS INDIANS)","Lambsquarters, raw (Northern Plains Indians)",0,0,0,47.0,4.21,0.28,6.96,0.0,6.3,98.0,0.184,0.0,0.0,0.0,0.0,0.79,0.3,0.029,366.0,0.12,1.16,163.0,1.49,63.0,1.1,0.72,0.1088888888888888,0.108235294117647,0.0,0.0,0.0,0.0,0.049375,0.2307692307692307,0.0241666666666666,0.305,0.0001333333333333,0.3880952380952381,0.09,0.02,0.0654545454545454,759.3191489361702
35197,American Indian/Alaska Native Foods,"LAMBSQUARTERS,STMD (NORTHERN PLAINS INDIANS)","Lambsquarters, steamed (Northern Plains Indians)",0,0,0,48.0,4.06,0.16,7.47,0.0,5.2,194.0,0.232,0.0,4.9,0.0,0.0,0.623,0.27,0.047,349.0,0.1,1.15,164.0,1.56,56.0,0.0,0.61,0.2155555555555555,0.1364705882352941,0.0,0.0544444444444444,0.0,0.0,0.0389375,0.2076923076923077,0.0391666666666666,0.2908333333333333,0.0001111111111111,0.3904761904761905,0.08,0.0,0.0554545454545454,741.375
11461,Vegetables and Vegetable Products,"SPINACH,CND,REG PK,DRND SOL","Spinach, canned, regular pack, drained solids",0,0,0,23.0,2.81,0.5,3.4,0.4,2.4,490.0,0.1,0.0,14.3,1.94,98.0,0.388,0.138,0.016,127.0,0.18,2.3,76.0,0.597,44.0,1.4,0.46,0.5444444444444444,0.0588235294117647,0.0,0.1588888888888888,0.1293333333333333,0.245,0.02425,0.1061538461538461,0.0133333333333333,0.1058333333333333,0.0001999999999999,0.1809523809523809,0.0628571428571428,0.0254545454545454,0.0418181818181818,734.608695652174
11587,Vegetables and Vegetable Products,"VINESPINACH,(BASELLA),RAW","Vinespinach, (basella), raw",0,0,Basella alba,19.0,1.8,0.3,3.4,0.0,0.0,400.0,0.24,0.0,102.0,0.0,140.0,0.5,0.155,0.05,109.0,0.107,1.2,65.0,0.735,52.0,0.8,0.43,0.4444444444444444,0.1411764705882353,0.0,1.1333333333333333,0.0,0.35,0.03125,0.1192307692307692,0.0416666666666666,0.0908333333333333,0.0001188888888888,0.1547619047619047,0.0742857142857142,0.0145454545454545,0.039090909090909,726.6315789473684
11427,Vegetables and Vegetable Products,"PURSLANE,RAW","Purslane, raw",0,0,Portulaca oleracea,20.0,2.03,0.36,3.39,0.0,0.0,0.0,0.073,0.0,21.0,0.0,12.0,0.48,0.112,0.047,65.0,0.113,1.99,68.0,0.303,44.0,0.9,0.17,0.0,0.0429411764705882,0.0,0.2333333333333333,0.0,0.03,0.03,0.0861538461538461,0.0391666666666666,0.0541666666666666,0.0001255555555555,0.1619047619047619,0.0628571428571428,0.0163636363636363,0.0154545454545454,722.3000000000001
11963,Vegetables and Vegetable Products,"NOPALES,RAW","Nopales, raw",0,0,Nopalea cochenillifera,16.0,1.32,0.09,3.33,1.15,2.2,23.0,0.07,0.0,9.3,0.0,3.0,0.41,0.041,0.012,164.0,0.052,0.59,52.0,0.457,16.0,0.7,0.25,0.0255555555555555,0.0411764705882353,0.0,0.1033333333333333,0.0,0.0075,0.025625,0.0315384615384615,0.01,0.1366666666666666,5.7777777777777776e-05,0.1238095238095238,0.0228571428571428,0.0127272727272727,0.0227272727272727,713.625
11086,Vegetables and Vegetable Products,"BEET GREENS,RAW","Beet greens, raw",0,0,Beta vulgaris,22.0,2.2,0.13,4.33,0.5,3.7,316.0,0.106,0.0,30.0,1.5,15.0,0.4,0.22,0.1,117.0,0.191,2.57,70.0,0.391,41.0,0.9,0.38,0.3511111111111111,0.0623529411764705,0.0,0.3333333333333333,0.1,0.0375,0.025,0.1692307692307692,0.0833333333333333,0.0975,0.0002122222222222,0.1666666666666666,0.0585714285714285,0.0163636363636363,0.0345454545454545,713.4545454545454
14641,Beverages,"ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR","Energy drink, VAULT Zero, sugar-free, citrus flavor",0,The Coca-Cola Company,0,1.0,0.25,0.08,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.025,2.0,0.005,0.02,3.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009375,0.0,0.0208333333333333,0.0016666666666666,5.555555555555556e-06,0.0071428571428571,0.0,0.0036363636363636,0.0,700.0
8363,Breakfast Cereals,"CEREALS RTE,SUN COUNTRY,KRETSCHMER TSTD WHEAT BRAN","Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran",0,Sun Country Foods Inc.,0,200.0,17.56,5.16,59.51,0.0,41.3,0.0,0.68,0.23,0.0,0.0,299.0,20.62,0.45,1.1,66.0,1.09,13.88,606.0,17.38,1314.0,0.0,11.23,0.0,0.4,0.0958333333333333,0.0,0.0,0.7475,1.28875,0.3461538461538461,0.9166666666666669,0.055,0.0012111111111111,1.4428571428571428,1.8771428571428568,0.0,1.020909090909091,693.65
11964,Vegetables and Vegetable Products,"NOPALES,CKD,WO/SALT","Nopales, cooked, without salt",0,0,0,15.0,1.35,0.05,3.28,1.12,2.0,22.0,0.067,0.0,5.3,0.0,3.0,0.296,0.04,0.011,164.0,0.049,0.5,47.0,0.408,16.0,0.7,0.21,0.0244444444444444,0.0394117647058823,0.0,0.0588888888888888,0.0,0.0075,0.0185,0.0307692307692307,0.0091666666666666,0.1366666666666666,5.4444444444444446e-05,0.1119047619047619,0.0228571428571428,0.0127272727272727,0.019090909090909,692.1333333333333
2003,Spices and Herbs,"SPICES,BASIL,DRIED","Spices, basil, dried",0,0,Ocimum basilicum,233.0,22.98,4.07,47.75,1.71,37.7,37.0,1.34,0.0,0.8,10.7,310.0,4.9,1.2,0.08,2240.0,2.1,89.8,711.0,9.8,274.0,3.0,7.1,0.0411111111111111,0.7882352941176471,0.0,0.0088888888888888,0.7133333333333333,0.775,0.30625,0.923076923076923,0.0666666666666666,1.8666666666666667,0.0023333333333333,1.6928571428571428,0.3914285714285714,0.0545454545454545,0.6454545454545454,688.206008583691
11855,Vegetables and Vegetable Products,"SPINACH,CND,NO SALT,SOL&LIQUIDS","Spinach, canned, no salt added, solids and liquids",0,0,0,19.0,2.11,0.37,2.92,0.0,2.2,322.0,0.08,0.0,13.5,0.0,58.0,0.271,0.106,0.018,83.0,0.116,1.58,56.0,0.493,32.0,1.2,0.42,0.3577777777777777,0.0470588235294117,0.0,0.15,0.0,0.145,0.0169375,0.0815384615384615,0.015,0.0691666666666666,0.0001288888888888,0.1333333333333333,0.0457142857142857,0.0218181818181818,0.0381818181818181,661.4736842105264
11459,Vegetables and Vegetable Products,"SPINACH,CND,REG PK,SOL&LIQUIDS","Spinach, canned, regular pack, solids and liquids",0,0,0,19.0,2.11,0.37,2.92,0.0,1.6,322.0,0.08,0.0,13.5,0.0,58.0,0.271,0.106,0.018,83.0,0.116,1.58,56.0,0.493,32.0,1.2,0.42,0.3577777777777777,0.0470588235294117,0.0,0.15,0.0,0.145,0.0169375,0.0815384615384615,0.015,0.0691666666666666,0.0001288888888888,0.1333333333333333,0.0457142857142857,0.0218181818181818,0.0381818181818181,655.1578947368421
14209,Beverages,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O","Coffee, brewed from grounds, prepared with tap water",0,0,0,1.0,0.12,0.02,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.01,2.0,0.191,0.076,0.014,2.0,0.002,0.01,3.0,0.023,3.0,0.0,0.02,0.0,0.0005882352941176,0.0,0.0,0.0006666666666666,0.005,0.0119375,0.0584615384615384,0.0116666666666666,0.0016666666666666,2.222222222222222e-06,0.0071428571428571,0.0042857142857142,0.0,0.0018181818181818,652.0
11780,Vegetables and Vegetable Products,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT","Cowpeas, leafy tips, cooked, boiled, drained, with salt",0,0,0,22.0,4.67,0.1,2.8,0.0,0.0,29.0,0.135,0.0,18.4,0.0,60.0,1.008,0.142,0.256,69.0,0.154,1.09,62.0,0.412,42.0,0.9,0.24,0.0322222222222222,0.0794117647058823,0.0,0.2044444444444444,0.0,0.15,0.063,0.1092307692307692,0.2133333333333333,0.0575,0.0001711111111111,0.1476190476190476,0.06,0.0163636363636363,0.0218181818181818,650.7272727272729
